respondent_id,age,gender,nationality_region,emirate,education_level,field_of_study,target_industry,years_experience,career_stage,employment_status,monthly_income_aed,goal_type,primary_challenge,signup_channel,subscription_tier,months_active,sessions_attended,messages_sent,num_mentors,mentor_industry_match,mentor_match_score,avg_session_rating,response_time_hours,goals_completed,income_growth_pct,skills_gained,confidence_score,referred_friend,days_to_subscribe,churned,career_outcome
MM0745,28,Male,South Asian,Abu Dhabi,Diploma,Marketing,Consulting,3.8,Junior,Underemployed,6500.0,Promotion,Limited Professional Network,LinkedIn,Basic,4,6,10,2,Yes,78,3.3,18,1,-3.1,2,2.5,Yes,10.0,No,Positive
MM0746,32,Male,South Asian,Sharjah,Master's,Engineering,Finance & Banking,2.9,Entry-Level,Employed,13300.0,Job Placement,Limited Professional Network,Instagram,Basic,9,13,73,3,Yes,75,3.9,42,2,11.5,3,4.1,Yes,2.0,Yes,Positive
MM0747,37,Male,MENA (Arab),Dubai,Bachelor's,Business,Real Estate,7.3,Mid-Level,Employed,15100.0,Networking,Visa / Sponsorship,Instagram,Free,5,1,7,2,No,67,3.3,11,2,-2.9,2,4.4,Yes,,,Limited
MM0748,30,Female,MENA (Arab),Abu Dhabi,Master's,IT / Computer Science,Logistics & Supply Chain,4.9,Junior,Underemployed,6000.0,Job Placement,Visa / Sponsorship,University Partnership,Basic,7,12,19,1,Yes,71,4.2,14,3,15.1,5,5.4,No,17.0,Yes,Positive
MM0749,26,Male,Western,Sharjah,Bachelor's,Engineering,Finance & Banking,0.7,Student / Fresh Grad,Unemployed,0.0,Job Placement,Salary Negotiation,Google Search,Free,16,14,59,1,Yes,58,3.2,4,2,13.4,3,6.9,No,,,Positive
MM0750,24,Female,MENA (Arab),Dubai,Bachelor's,Engineering,Consulting,1.2,Entry-Level,Employed,7600.0,Promotion,Skills Gap,LinkedIn,Basic,10,13,41,2,Yes,66,4.0,1,5,25.0,5,5.4,No,14.0,Yes,Positive
MM0751,28,Male,Western,Dubai,Bachelor's,Business,Healthcare,4.3,Junior,Employed,12500.0,Job Placement,Limited Professional Network,University Partnership,Basic,5,11,26,3,Yes,62,3.0,24,3,23.9,5,6.4,Yes,1.0,No,Positive
MM0752,27,Male,South Asian,Dubai,Diploma,Finance,Logistics & Supply Chain,1.0,Entry-Level,Employed,5300.0,Promotion,Skills Gap,Google Search,Basic,3,12,52,1,Yes,78,4.2,1,3,17.8,4,4.2,No,6.0,No,Positive
MM0753,23,Female,South Asian,Dubai,PhD,IT / Computer Science,Technology / IT,3.1,Junior,Employed,12400.0,Promotion,Limited Professional Network,Google Search,Basic,8,11,46,2,Yes,61,4.1,16,4,20.2,6,4.5,Yes,7.0,No,Positive
MM0754,38,Male,South Asian,Dubai,Diploma,Engineering,Marketing & Media,5.2,Junior,Employed,8400.0,Salary Increase,Skills Gap,Instagram,Premium,5,13,55,4,Yes,87,3.5,13,4,38.6,4,6.5,No,13.0,No,Positive
MM0755,37,Male,South Asian,Dubai,Bachelor's,IT / Computer Science,Hospitality & Tourism,3.9,Junior,Employed,9300.0,Job Placement,Career Direction,LinkedIn,Premium,21,21,56,3,Yes,78,3.9,21,7,35.9,8,8.2,Yes,7.0,No,Positive
MM0756,33,Female,South Asian,Dubai,Bachelor's,IT / Computer Science,Real Estate,0.8,Student / Fresh Grad,Underemployed,3600.0,Promotion,Interview Preparation,Referral,Basic,7,5,16,1,No,43,3.3,14,1,-1.0,0,2.1,No,3.0,Yes,Limited
MM0757,24,Male,MENA (Arab),Abu Dhabi,Bachelor's,Healthcare,Real Estate,1.2,Entry-Level,Employed,6400.0,Skill Development,Interview Preparation,Instagram,Free,11,5,20,1,Yes,75,3.9,3,2,-4.0,3,4.9,Yes,,,Positive
MM0758,32,Male,South Asian,Dubai,Bachelor's,Other,Real Estate,3.9,Junior,Employed,9100.0,Job Placement,Visa / Sponsorship,LinkedIn,Premium,5,19,96,4,Yes,50,3.9,25,5,41.3,6,6.8,Yes,20.0,No,Positive
MM0759,31,Female,MENA (Arab),Dubai,Master's,Business,Hospitality & Tourism,9.8,Mid-Level,Employed,11400.0,Skill Development,Limited Professional Network,LinkedIn,Premium,12,20,66,3,Yes,79,4.1,1,3,32.9,5,6.7,No,12.0,Yes,Positive
MM0760,30,Male,MENA (Arab),Abu Dhabi,Master's,Arts & Humanities,Finance & Banking,2.6,Entry-Level,Employed,7600.0,Networking,Salary Negotiation,LinkedIn,Basic,14,17,69,1,Yes,73,3.8,28,4,21.2,8,4.8,No,4.0,Yes,Positive
MM0761,34,Male,MENA (Arab),Dubai,Master's,Marketing,Real Estate,5.3,Junior,Employed,10700.0,Networking,Skills Gap,Referral,Premium,12,15,95,2,Yes,59,3.7,19,3,15.9,5,6.7,Yes,24.0,No,Positive
MM0762,31,Male,MENA (Arab),Dubai,Bachelor's,Marketing,Consulting,3.9,Junior,Employed,13000.0,Salary Increase,Interview Preparation,LinkedIn,Free,10,8,53,1,Yes,66,2.9,18,4,23.4,5,7.0,No,,,Positive
MM0763,32,Male,South Asian,Dubai,Bachelor's,Engineering,Hospitality & Tourism,1.6,Entry-Level,Underemployed,2800.0,Skill Development,Career Direction,Referral,Basic,10,10,13,2,No,53,3.3,23,1,7.4,1,4.4,No,11.0,No,Positive
MM0764,31,Male,South Asian,Dubai,Diploma,Engineering,Finance & Banking,5.3,Junior,Employed,11400.0,Career Switch,Visa / Sponsorship,Google Search,Premium,7,11,36,1,Yes,78,3.1,29,4,27.3,3,5.3,No,20.0,No,Positive
MM0765,30,Female,MENA (Arab), Dubai ,Master's,Business,Real Estate,0.5,Student / Fresh Grad,Student,0.0,Salary Increase,Salary Negotiation,Instagram,Free,3,5,14,1,Yes,74,3.6,20,1,17.3,3,5.7,No,,,Positive
MM0766,20,Male,MENA (Arab),Dubai,Bachelor's,Other,Hospitality & Tourism,5.1,Junior,Employed,7800.0,Job Placement,Skills Gap,LinkedIn,Premium,6,14,80,3,No,69,4.1,17,5,9.8,4,6.3,Yes,6.0,No,Positive
MM0767,28,Female,South Asian,Dubai,Bachelor's,Finance,Consulting,4.1,Junior,Employed,11500.0,Promotion,Limited Professional Network,LinkedIn,Basic,20,13,60,2,Yes,68,3.5,2,2,46.5,3,7.4,No,18.0,No,Positive
MM0768,25,Male,South Asian,Ras Al Khaimah,Bachelor's,IT / Computer Science,Construction,1.7,Entry-Level,Employed,6100.0,Networking,Limited Professional Network,Instagram,Free,7,0,6,0,Yes,0,0.0,24,0,-15.0,0,1.8,No,,,Limited
MM0769,22,Male,Western,Sharjah,Master's,IT / Computer Science,Healthcare,1.1,Entry-Level,Employed,6400.0,Networking,Interview Preparation,Google Search,Free,13,11,56,1,Yes,78,3.1,6,2,27.4,2,5.2,Yes,,,Positive
MM0770,36,Male,MENA (Arab),Dubai,Master's,Business,Consulting,1.9,Entry-Level,Employed,10000.0,Salary Increase,Visa / Sponsorship,Referral,Premium,7,15,34,4,Yes,84,4.0,9,8,49.7,8,8.5,Yes,5.0,No,Positive
MM0771,36,Female,South Asian,Dubai,Master's,Business,Finance & Banking,1.5,Entry-Level,Underemployed,6300.0,Job Placement,Interview Preparation,Google Search,Basic,11,14,55,2,No,51,3.0,4,3,35.9,3,5.5,No,8.0,No,Positive
MM0772,35,Male,MENA (Arab),Dubai,Diploma,Finance,Retail,2.3,Entry-Level,Employed,7800.0,Skill Development,Interview Preparation,University Partnership,Free,3,3,23,1,No,46,3.6,10,3,5.7,2,3.0,No,,,Limited
MM0773,29,Male,East/SE Asian,Sharjah,PhD,IT / Computer Science,Technology / IT,2.1,Entry-Level,Employed,6800.0,Job Placement,Skills Gap,LinkedIn,Premium,8,12,58,1,No,57,2.8,32,4,33.8,5,6.6,Yes,6.0,No,Positive
MM0774,34,Female,South Asian,Abu Dhabi,Bachelor's,Healthcare,Real Estate,1.7,Entry-Level,Employed,6200.0,Networking,Skills Gap,Referral,Basic,6,8,23,1,No,55,3.6,10,3,13.0,5,2.6,No,6.0,No,Limited
MM0775,28,Female,East/SE Asian,Dubai,Bachelor's,Finance,Technology / IT,0.5,Student / Fresh Grad,Student,0.0,Skill Development,Interview Preparation,Instagram,Free,17,11,30,1,Yes,76,3.8,16,2,18.4,2,3.5,No,,,Positive
MM0776,29,Male,South Asian,Dubai,Bachelor's,Finance,Finance & Banking,0.9,Student / Fresh Grad,Unemployed,0.0,Job Placement,Skills Gap,Instagram,Free,3,6,11,1,No,49,3.7,24,4,-4.4,4,4.7,No,,,Limited
MM0777,23,Female,MENA (Arab),Dubai,Bachelor's,Healthcare,Marketing & Media,5.9,Junior,Employed,12700.0,Networking,Career Direction,Instagram,Premium,12,10,68,1,Yes,68,3.2,8,5,23.6,6,8.0,Yes,10.0,No,Positive
MM0778,30,Male,MENA (Arab),Sharjah,Bachelor's,Business,Technology / IT,1.8,Entry-Level,Employed,8000.0,Promotion,Limited Professional Network,Instagram,Free,8,4,25,1,No,54,3.7,23,2,-10.1,3,2.7,No,,,Limited
MM0779,28,Male,South Asian,Sharjah,Bachelor's,Marketing,Technology / IT,2.3,Entry-Level,Employed,10800.0,Promotion,Career Direction,Referral,Premium,5,15,86,1,Yes,76,4.4,17,3,45.4,4,8.5,Yes,7.0,No,Positive
MM0780,22,Male,East/SE Asian,Dubai,Bachelor's,Marketing,Technology / IT,2.0,Entry-Level,Employed,9300.0,Salary Increase,Limited Professional Network,Referral,Free,13,0,0,0,Yes,0,0.0,9,0,-15.0,0,2.3,No,,,Limited
MM0781,28,Male,MENA (Arab), Abu Dhabi ,Bachelor's,Engineering,Retail,7.4,Mid-Level,Unemployed,0.0,Skill Development,Limited Professional Network,Instagram,Free,14,11,30,1,Yes,60,3.4,5,3,14.8,5,4.7,Yes,,,Positive
MM0782,28,Male,African,Dubai,Master's,Business,Marketing & Media,1.5,Entry-Level,Employed,7500.0,Promotion,Interview Preparation,LinkedIn,Free,7,8,21,1,Yes,75,,15,2,-2.7,3,3.0,No,,,Limited
MM0783,37,Female,South Asian,Abu Dhabi,Master's,Business,Construction,1.4,Entry-Level,Student,0.0,Job Placement,Limited Professional Network,Referral,Premium,9,21,79,2,No,60,3.0,2,5,43.6,5,7.9,No,8.0,No,Positive
MM0784,32,Male,East/SE Asian,Sharjah,Bachelor's,Business,Logistics & Supply Chain,4.1,Junior,Unemployed,0.0,Job Placement,Visa / Sponsorship,Google Search,Basic,3,1,5,1,Yes,61,3.0,22,0,-15.0,0,1.0,No,6.0,Yes,Limited
MM0785,28,Female,East/SE Asian,Dubai,Bachelor's,IT / Computer Science,Construction,3.2,Junior,Employed,9800.0,Job Placement,Limited Professional Network,Referral,Basic,3,7,29,1,Yes,79,3.6,6,2,16.3,3,4.7,No,3.0,No,Positive
MM0786,29,Female,MENA (Arab),Dubai,Master's,Business,Hospitality & Tourism,4.2,Junior,Employed,9500.0,Career Switch,Interview Preparation,LinkedIn,Premium,8,17,107,2,No,50,3.5,28,6,29.1,6,4.2,Yes,3.0,No,Positive
MM0787,28,Female,South Asian,Abu Dhabi,Diploma,Finance,Technology / IT,4.0,Junior,Employed,11600.0,Career Switch,Skills Gap,LinkedIn,Premium,6,14,67,2,Yes,78,4.1,29,5,38.2,6,8.7,Yes,2.0,No,Positive
MM0788,27,Female,MENA (Arab),Dubai,Bachelor's,Business,Technology / IT,5.4,Junior,Employed,14500.0,Promotion,Limited Professional Network,Google Search,Basic,12,9,13,2,Yes,78,3.8,30,2,3.7,3,3.7,No,7.0,No,Limited
MM0789,23,Female,MENA (Arab),Abu Dhabi,Diploma,Business,Technology / IT,0.8,Student / Fresh Grad,Student,0.0,Skill Development,Skills Gap,Google Search,Free,2,8,7,1,No,30,3.4,22,2,-13.5,2,1.1,No,,,Limited
MM0790,27,Female,African,Dubai,Bachelor's,Engineering,Consulting,3.8,Junior,Employed,11200.0,Job Placement,Limited Professional Network,LinkedIn,Premium,5,9,31,4,Yes,81,3.1,1,2,29.3,3,6.2,Yes,1.0,Yes,Positive
MM0791,24,Male,MENA (Arab),Sharjah,Bachelor's,Business,Finance & Banking,1.4,Entry-Level,Unemployed,0.0,Skill Development,Career Direction,Instagram,Free,9,4,12,1,Yes,49,3.8,11,1,6.1,0,3.6,No,,,Positive
MM0792,22,Male,South Asian,Dubai,Bachelor's,Other,Finance & Banking,0.3,Student / Fresh Grad,Student,0.0,Salary Increase,Limited Professional Network,Instagram,Free,8,10,21,1,Yes,45,1.6,22,2,-5.6,2,1.5,No,,,Limited
MM0793,30,Male,South Asian,Dubai,Bachelor's,Engineering,Consulting,4.0,Junior,Employed,9200.0,Job Placement,Interview Preparation,Referral,Premium,10,16,35,4,Yes,70,4.3,5,6,46.1,8,8.2,No,8.0,Yes,Positive
MM0794,30,Male,Western,Dubai,Bachelor's,Engineering,Finance & Banking,3.8,Junior,Employed,15500.0,Skill Development,Skills Gap,LinkedIn,Free,10,6,29,3,Yes,60,4.1,12,2,20.7,4,5.5,No,,,Positive
MM0795,20,Male,African,Dubai,Bachelor's,Business,Finance & Banking,2.8,Entry-Level,Employed,12000.0,Job Placement,Skills Gap,Referral,Premium,7,13,51,2,Yes,74,4.0,27,2,26.4,2,7.9,Yes,9.0,No,Positive
MM0796,27,Female,South Asian,Dubai,Diploma,Engineering,Finance & Banking,5.5,Junior,Unemployed,0.0,Promotion,Career Direction,University Partnership,Basic,6,12,80,2,Yes,81,4.8,1,4,14.7,6,4.9,No,7.0,No,Positive
MM0797,33,Male,Western,Abu Dhabi,Bachelor's,Finance,Consulting,1.4,Entry-Level,Underemployed,4600.0,Skill Development,Visa / Sponsorship,Instagram,Free,8,8,48,1,No,51,2.4,23,2,-3.9,3,2.6,No,,,Limited
MM0798,33,Female,East/SE Asian,Dubai,Bachelor's,Healthcare,Finance & Banking,4.5,Junior,Employed,16600.0,Job Placement,Salary Negotiation,Instagram,Basic,9,13,52,1,No,55,3.7,17,2,-5.9,1,1.7,Yes,4.0,No,Limited
MM0799,33,Male,South Asian,Dubai,Bachelor's,Engineering,Finance & Banking,2.5,Entry-Level,Employed,9200.0,Career Switch,Skills Gap,LinkedIn,Premium,6,14,63,2,Yes,68,3.6,8,5,26.6,5,8.8,Yes,5.0,No,Positive
MM0800,28,Male,South Asian,Dubai,Diploma,Finance,Technology / IT,2.6,Entry-Level,Unemployed,0.0,Networking,Interview Preparation,LinkedIn,Free,12,9,29,1,No,52,3.4,6,3,4.5,4,3.2,Yes,,,Positive
MM0801,24,Male,Western,Dubai,Bachelor's,IT / Computer Science,Marketing & Media,0.4,Student / Fresh Grad,Employed,3300.0,Job Placement,Visa / Sponsorship,University Partnership,Basic,4,7,32,3,Yes,90,3.2,7,3,21.3,2,6.9,Yes,5.0,No,Positive
MM0802,23,Male,MENA (Arab),Sharjah,Bachelor's,Healthcare,Technology / IT,5.5,Junior,Employed,17300.0,Skill Development,Limited Professional Network,University Partnership,Premium,8,17,100,1,Yes,74,3.8,8,3,8.3,4,5.5,No,9.0,No,Positive
MM0803,30,MALE,South Asian,Ajman,Diploma,Finance,Finance & Banking,3.7,Junior,Employed,9800.0,Skill Development,Limited Professional Network,LinkedIn,Free,2,0,7,0,Yes,0,0.0,5,0,3.2,0,2.8,No,,,Limited
MM0804,30,Male,East/SE Asian,Dubai,Bachelor's,Engineering,Construction,4.4,Junior,Employed,9600.0,Job Placement,Limited Professional Network,University Partnership,Free,23,22,74,1,No,40,2.8,31,5,-6.8,8,3.2,No,,,Limited
MM0805,34,Male,MENA (Arab), Abu Dhabi ,Bachelor's,Marketing,Logistics & Supply Chain,1.2,Entry-Level,Unemployed,0.0,Skill Development,Career Direction,LinkedIn,Basic,8,9,59,2,Yes,82,3.6,11,3,33.0,4,5.6,Yes,4.0,No,Positive
MM0806,33,Male,East/SE Asian,Abu Dhabi,Bachelor's,Healthcare,Technology / IT,3.4,Junior,Employed,11700.0,Promotion,Salary Negotiation,Referral,Premium,6,10,37,2,Yes,88,3.1,6,3,29.4,5,6.8,No,12.0,Yes,Positive
MM0807,27,Male,East/SE Asian,Ras Al Khaimah,Master's,IT / Computer Science,Technology / IT,2.5,Entry-Level,Underemployed,6500.0,Job Placement,Visa / Sponsorship,Referral,Premium,7,13,44,3,Yes,76,3.4,16,3,29.6,4,7.3,Yes,24.0,No,Positive
MM0808,22,Male,Western,Dubai,Bachelor's,Other,Technology / IT,3.9,Junior,Underemployed,8600.0,Salary Increase,Skills Gap,Instagram,Free,8,7,19,1,Yes,57,3.9,41,1,6.2,2,2.8,No,,,Limited
MM0809,26,Male,MENA (Arab),Dubai,Master's,Arts & Humanities,Consulting,3.3,Junior,Employed,11900.0,Promotion,Interview Preparation,Instagram,Basic,12,6,30,1,Yes,63,3.9,7,1,25.8,2,4.7,No,1.0,No,Positive
MM0810,29,Male,South Asian,Dubai,Bachelor's,Business,Technology / IT,8.3,Mid-Level,Employed,21400.0,Skill Development,Visa / Sponsorship,Referral,Basic,5,8,5,2,Yes,68,3.9,1,1,28.3,3,6.7,No,10.0,No,Positive
MM0811,27,Male,MENA (Arab),Sharjah,Bachelor's,Healthcare,Construction,6.7,Mid-Level,Employed,11200.0,Job Placement,Skills Gap,LinkedIn,Premium,18,21,50,2,Yes,89,4.2,36,4,21.9,7,7.8,No,4.0,No,Positive
MM0812,25,Male,South Asian,Abu Dhabi,Master's,Finance,Logistics & Supply Chain,2.2,Entry-Level,Employed,7400.0,Job Placement,Interview Preparation,University Partnership,Free,6,5,5,1,No,50,3.8,17,1,-15.0,1,1.0,Yes,,,Limited
MM0813,29,Male,MENA (Arab),Dubai,Bachelor's,IT / Computer Science,Healthcare,4.0,Junior,Employed,8300.0,Skill Development,Limited Professional Network,LinkedIn,Free,9,9,49,1,Yes,74,3.3,56,3,19.3,4,6.6,No,,,Positive
MM0814,26,Female,South Asian,Dubai,Diploma,IT / Computer Science,Finance & Banking,2.1,Entry-Level,Employed,11900.0,Skill Development,Skills Gap,LinkedIn,Free,4,7,49,1,No,44,3.4,37,0,5.7,0,2.5,No,,,Limited
MM0815,25,Female,MENA (Arab),Abu Dhabi,Bachelor's,Healthcare,Construction,5.4,Junior,Employed,8700.0,Job Placement,Limited Professional Network,University Partnership,Free,8,5,21,1,No,29,3.6,7,1,-6.8,1,2.1,No,,,Limited
MM0816,29,Female,South Asian,Sharjah,PhD,Finance,Marketing & Media,2.5,Entry-Level,Employed,6800.0,Skill Development,Limited Professional Network,Instagram,Free,4,1,0,1,Yes,85,3.0,12,1,-0.8,1,3.9,No,,,Limited
MM0817,26,Male,South Asian,Dubai,PhD,IT / Computer Science,Marketing & Media,1.9,Entry-Level,Underemployed,3200.0,Promotion,Interview Preparation,Instagram,Basic,6,9,49,2,Yes,73,2.9,1,4,25.8,6,6.3,Yes,13.0,No,Positive
MM0818,29,Male,South Asian,Abu Dhabi,Bachelor's,Business,Finance & Banking,3.4,Junior,Employed,10400.0,Career Switch,Interview Preparation,LinkedIn,Basic,13,7,24,2,Yes,78,2.9,4,5,18.3,6,5.0,No,8.0,No,Positive
MM0819,29,Male,MENA (Arab),Dubai,Master's,IT / Computer Science,Consulting,6.3,Mid-Level,Underemployed,9900.0,Networking,Career Direction,LinkedIn,Free,8,9,26,1,Yes,55,2.5,4,2,5.5,3,3.5,No,,,Limited
MM0820,23,Female,Western,Dubai,Bachelor's,Arts & Humanities,Marketing & Media,5.7,Junior,Employed,10300.0,Skill Development,Limited Professional Network,LinkedIn,Basic,6,4,16,2,Yes,59,2.9,5,4,10.8,4,7.3,Yes,5.0,Yes,Positive
MM0821,26,Female,South Asian,Dubai,Bachelor's,Marketing,Retail,1.9,Entry-Level,Employed,6500.0,Promotion,Interview Preparation,Instagram,Free,11,6,19,1,No,51,3.0,3,2,0.3,3,4.1,No,,,Limited
MM0822,35,Female,East/SE Asian,Abu Dhabi,Bachelor's,Business,Healthcare,7.9,Mid-Level,Employed,17300.0,Networking,Career Direction,Instagram,Basic,9,12,57,4,Yes,53,4.1,3,6,3.8,9,4.5,Yes,6.0,No,Positive
MM0823,22,Female,East/SE Asian,Ras Al Khaimah,Bachelor's,Arts & Humanities,Hospitality & Tourism,1.3,Entry-Level,Employed,4600.0,Promotion,Interview Preparation,Instagram,Free,1,8,24,1,Yes,60,3.2,8,1,-8.7,3,3.6,Yes,,,Positive
MM0824,20,Male,South Asian,Dubai,Bachelor's,Healthcare,Real Estate,1.7,Entry-Level,Underemployed,4300.0,Salary Increase,Career Direction,Google Search,Free,6,9,46,1,No,59,2.6,14,3,9.5,4,5.0,No,,,Limited
MM0825,20,Female,MENA (Arab),Dubai,Master's,IT / Computer Science,Consulting,5.2,Junior,Employed,16800.0,Networking,Career Direction,University Partnership,Basic,12,4,10,3,Yes,75,3.7,1,4,16.9,2,4.3,No,8.0,Yes,Positive
MM0826,28,Female,South Asian,Dubai,Bachelor's,Business,Construction,0.3,Student / Fresh Grad,Underemployed,3300.0,Career Switch,Salary Negotiation,Instagram,Basic,19,8,16,1,Yes,73,3.5,28,1,19.0,1,4.0,Yes,16.0,No,Positive
MM0827,28,Male,South Asian,Dubai,Bachelor's,Finance,Healthcare,2.9,Entry-Level,Unemployed,0.0,Promotion,Career Direction,University Partnership,Free,3,5,15,1,Yes,78,3.2,8,0,20.6,0,3.0,No,,,Limited
MM0828,27,Female,MENA (Arab),Dubai,Bachelor's,Business,Technology / IT,2.2,Entry-Level,Employed,7600.0,Salary Increase,Interview Preparation,Google Search,Basic,12,13,32,2,No,62,3.1,14,4,-1.3,6,5.4,No,3.0,No,Positive
MM0829,34,Male,South Asian,Dubai,Diploma,Engineering,Finance & Banking,8.2,Mid-Level,Employed,18000.0,Salary Increase,Skills Gap,University Partnership,Premium,9,14,86,1,Yes,63,4.0,1,3,10.8,4,6.9,Yes,1.0,Yes,Positive
MM0830,20,Female,East/SE Asian,Dubai,Bachelor's,Finance,Healthcare,1.1,Entry-Level,Unemployed,0.0,Job Placement,Career Direction,Referral,Free,2,5,14,1,Yes,61,2.7,14,3,-0.1,4,4.8,No,,,Positive
MM0831,30,Female,East/SE Asian,Dubai,Master's,Arts & Humanities,Logistics & Supply Chain,1.2,Entry-Level,Unemployed,0.0,Job Placement,Salary Negotiation,LinkedIn,Free,2,1,2,1,No,67,2.7,13,0,-15.0,0,3.0,No,,,Limited
MM0832,35,Male,East/SE Asian,Dubai,Bachelor's,Engineering,Finance & Banking,8.9,Mid-Level,Underemployed,14300.0,Career Switch,Limited Professional Network,LinkedIn,Basic,4,6,25,1,Yes,68,3.7,29,1,5.7,2,3.5,No,15.0,No,Positive
MM0833,23,Female,MENA (Arab),Abu Dhabi,Diploma,Healthcare,Real Estate,2.3,Entry-Level,Employed,8400.0,Networking,Visa / Sponsorship,University Partnership,Basic,3,17,65,1,Yes,88,3.4,8,2,22.2,4,3.7,No,1.0,No,Positive
MM0834,26,Male,MENA (Arab),Dubai,Bachelor's,Arts & Humanities,Retail,6.2,Mid-Level,Employed,8400.0,Salary Increase,Visa / Sponsorship,Instagram,Free,2,9,35,1,Yes,71,4.3,12,1,13.9,2,3.7,No,,,Positive
MM0835,24,Female,African,Abu Dhabi,PhD,Business,Hospitality & Tourism,2.0,Entry-Level,Unemployed,0.0,Networking,Salary Negotiation,University Partnership,Free,6,8,18,1,No,46,3.2,5,5,24.4,4,5.0,No,,,Positive
MM0836,24,Female,South Asian,Sharjah,Master's,Engineering,Technology / IT,1.6,Entry-Level,Underemployed,5800.0,Job Placement,Limited Professional Network,Referral,Premium,4,11,15,3,Yes,70,3.5,1,2,29.5,4,5.4,Yes,6.0,No,Positive
MM0837,26,Female,South Asian,Abu Dhabi,Bachelor's,Marketing,Real Estate,6.4,Mid-Level,Employed,11800.0,Salary Increase,Visa / Sponsorship,LinkedIn,Basic,5,9,36,2,Yes,74,4.0,13,1,9.2,2,5.4,No,24.0,No,Positive
MM0838,35,Female,MENA (Arab),Dubai,Bachelor's,Marketing,Real Estate,10.4,Mid-Level,Employed,23500.0,Job Placement,Skills Gap,Instagram,Premium,8,11,49,4,Yes,91,3.0,9,4,26.3,4,6.2,Yes,10.0,No,Positive
MM0839,37,Male,South Asian,Dubai,Bachelor's,Engineering,Finance & Banking,6.7,Mid-Level,Employed,19100.0,Career Switch,Limited Professional Network,University Partnership,Free,3,8,0,1,No,36,3.3,16,4,19.2,5,3.6,No,,,Positive
MM0840,26,Male,South Asian,Abu Dhabi,Master's,Finance,Consulting,1.9,Entry-Level,Unemployed,0.0,Career Switch,Career Direction,LinkedIn,Free,2,3,27,2,No,51,3.1,27,3,-8.4,6,3.7,No,,,Limited
MM0841,37,Male,South Asian,Dubai,Master's,Finance,Healthcare,2.8,Entry-Level,Unemployed,0.0,Promotion,Skills Gap,Referral,Basic,8,4,24,2,Yes,53,3.8,10,4,-11.5,4,5.8,No,5.0,No,Positive
MM0842,28,Male,MENA (Arab),Dubai,Master's,Marketing,Consulting,1.3,Entry-Level,Employed,6200.0,Promotion,Limited Professional Network,University Partnership,Basic,5,17,64,1,No,56,3.0,6,3,24.2,7,6.8,No,15.0,No,Positive
MM0843,36,Male,South Asian,Dubai,Bachelor's,Marketing,Healthcare,1.5,Entry-Level,Employed,6600.0,Job Placement,Visa / Sponsorship,LinkedIn,Free,3,3,10,1,No,35,3.2,16,0,-10.6,0,1.0,No,,,Limited
MM0844,28,Male,South Asian,Dubai,Diploma,Business,Finance & Banking,1.4,Entry-Level,Employed,7600.0,Job Placement,Salary Negotiation,LinkedIn,Basic,7,8,31,2,No,64,3.3,8,2,25.1,3,5.5,No,3.0,No,Positive
MM0845,29,Male,South Asian,Dubai,Bachelor's,Business,Technology / IT,2.0,Entry-Level,Employed,9200.0,Networking,Interview Preparation,Instagram,Free,9,7,21,1,Yes,56,3.6,4,2,29.8,4,6.1,Yes,,,Positive
MM0846,30,Male,South Asian,Abu Dhabi,Bachelor's,Business,Finance & Banking,3.1,Junior,Unemployed,0.0,Job Placement,Skills Gap,Google Search,Free,4,8,37,1,Yes,72,3.4,29,2,15.7,3,4.1,Yes,,,Positive
MM0847,43,Female,East/SE Asian,Dubai,Diploma,Arts & Humanities,Finance & Banking,2.8,Entry-Level,Employed,,Promotion,Visa / Sponsorship,Instagram,Premium,7,19,62,2,Yes,75,3.7,1,4,40.2,5,9.0,No,8.0,No,Positive
MM0848,32,Male,South Asian,Dubai,Bachelor's,Arts & Humanities,Marketing & Media,4.7,Junior,Underemployed,5100.0,Job Placement,Career Direction,LinkedIn,Basic,4,3,12,4,Yes,65,4.4,9,4,11.9,4,6.5,No,10.0,No,Positive
MM0849,25,Female,MENA (Arab),Abu Dhabi,Bachelor's,Healthcare,Finance & Banking,3.2,Junior,Employed,8900.0,Career Switch,Salary Negotiation,LinkedIn,Free,11,11,55,1,Yes,47,3.1,9,2,3.2,4,2.4,No,,,Limited
MM0850,33,Male,Western,Dubai,Master's,Business,Consulting,4.4,Junior,Employed,13900.0,Job Placement,Interview Preparation,Instagram,Free,6,5,30,3,Yes,66,3.7,33,2,27.5,4,5.1,No,,,Positive
MM0851,26,Male,South Asian,Abu Dhabi,Master's,Finance,Technology / IT,4.9,Junior,Underemployed,9000.0,Skill Development,Skills Gap,Instagram,Free,10,6,36,1,No,54,4.5,9,0,-9.0,2,1.0,No,,,Limited
MM0852,26,Male,East/SE Asian,Dubai,Master's,Business,Finance & Banking,1.9,Entry-Level,Employed,9300.0,Promotion,Career Direction,LinkedIn,Free,12,8,15,1,No,58,3.6,36,2,11.7,2,3.9,No,,,Limited
MM0853,32,Male,Western,Dubai,Master's,Engineering,Finance & Banking,2.5,Entry-Level,Employed,10700.0,Career Switch,Interview Preparation,Google Search,Free,4,7,29,3,Yes,68,2.3,7,3,19.5,3,6.5,No,,,Positive
